order_id,store_id,channel_id,payment_order_id,delivery_order_id,order_status,order_amount,order_delivery_fee,order_delivery_cost,order_created_hour,order_created_minute,order_created_day,order_created_month,order_created_year,order_moment_created,order_moment_accepted,order_moment_ready,order_moment_collected,order_moment_in_expedition,order_moment_delivering,order_moment_delivered,order_moment_finished,order_metric_collected_time,order_metric_paused_time,order_metric_production_time,order_metric_walking_time,order_metric_expediton_speed_time,order_metric_transit_time,order_metric_cycle_time
68496784,1307,5,68496784,68496784,FINISHED,39.9,4.99,9.78,20,46,1,1,2021,1/1/2021 20:46:16,1/1/2021 20:46:55,1/1/2021 21:12:22,1/1/2021 21:13:29,1/1/2021 21:14:52,1/1/2021 21:16:58,,1/1/2021 22:34:17,1.12,02.08,26.1,2.5,4.6,77.33,108.02
68497141,659,5,68497141,68497141,FINISHED,143.7,11.9,30.53,20,47,1,1,2021,1/1/2021 20:47:06,1/1/2021 20:47:44,1/1/2021 20:58:08,1/1/2021 20:59:00,1/1/2021 21:01:09,1/1/2021 21:08:14,,1/1/2021 21:47:09,0.85,07.07,11.05,03.02,10.08,38.92,60.05
68497143,58,5,68497143,68497143,FINISHED,64.5,6.9,8.0,20,47,1,1,2021,1/1/2021 20:47:06,1/1/2021 20:48:01,1/1/2021 21:05:42,1/1/2021 21:08:51,1/1/2021 21:11:04,1/1/2021 21:12:07,,1/1/2021 21:21:30,3.15,01.05,18.6,5.37,6.42,9.38,34.4
68497877,633,5,68497877,68497877,CANCELED,107.7,4.9,,20,48,1,1,2021,1/1/2021 20:48:54,,,,,,,,,,,,,,
68498011,1307,5,68498011,68498011,FINISHED,25.1,4.99,8.0,20,50,1,1,2021,1/1/2021 20:50:36,1/1/2021 20:50:56,1/1/2021 21:12:23,1/1/2021 21:13:24,1/1/2021 21:14:58,1/1/2021 21:17:12,,1/1/2021 21:24:46,01.02,2.23,21.8,2.57,4.82,7.57,34.17
68498116,998,13,68498116,68498116,FINISHED,76.0,9.9,11.24,20,51,1,1,2021,1/1/2021 20:51:04,1/1/2021 20:52:05,1/1/2021 21:12:03,1/1/2021 21:14:58,1/1/2021 21:16:30,1/1/2021 21:16:55,,1/1/2021 21:40:10,2.92,0.42,20.98,4.45,4.87,23.25,49.1
68498710,3265,5,68498710,68498710,FINISHED,24.9,0.0,,20,53,1,1,2021,1/1/2021 20:53:24,1/1/2021 20:54:58,1/1/2021 21:07:58,1/1/2021 21:10:30,1/1/2021 21:10:30,,,1/2/2021 21:15:00,2.53,,14.57,2.53,,,1461.62
68498746,3728,5,68498746,68498746,FINISHED,89.0,0.0,6.0,20,53,1,1,2021,1/1/2021 20:53:44,1/1/2021 21:09:52,1/1/2021 21:13:15,1/1/2021 21:13:58,1/1/2021 21:18:20,1/1/2021 21:24:20,,1/1/2021 21:33:56,0.72,6.0,19.52,05.08,11.08,9.6,40.22
68499019,3091,5,68499019,68499019,FINISHED,35.8,0.0,4.76,20,55,1,1,2021,1/1/2021 20:55:01,1/1/2021 20:56:49,1/1/2021 21:07:24,1/1/2021 21:11:31,1/1/2021 21:11:38,1/1/2021 21:43:22,,1/1/2021 21:45:04,4.12,31.73,12.38,4.22,35.97,1.7,50.05
68500346,658,5,68500346,68500346,FINISHED,141.85,11.9,0.0,21,1,1,1,2021,1/1/2021 21:01:25,1/1/2021 21:02:09,1/1/2021 21:13:33,1/1/2021 21:13:45,1/1/2021 21:14:51,1/1/2021 21:18:15,,1/2/2021 15:57:05,0.2,3.38,12.12,1.32,4.7,1118.83,1135.67
68500443,495,5,68500443,68500443,FINISHED,190.9,11.9,8.0,21,1,1,1,2021,1/1/2021 21:01:44,1/1/2021 21:02:02,1/1/2021 21:22:12,1/1/2021 21:26:26,1/1/2021 21:28:51,1/1/2021 21:32:23,,1/1/2021 21:52:26,4.23,3.55,20.47,6.63,10.18,20.03,50.68
68500500,587,13,68500500,68500500,FINISHED,181.5,5.9,4.57,21,1,1,1,2021,1/1/2021 21:01:56,1/1/2021 21:03:07,1/1/2021 21:20:16,1/1/2021 21:20:50,1/1/2021 21:21:47,1/1/2021 21:23:39,,1/1/2021 21:39:54,0.57,1.87,18.33,1.52,3.37,16.27,37.98
68500865,495,5,68500865,68500865,FINISHED,126.3,0.0,,21,3,1,1,2021,1/1/2021 21:03:24,1/1/2021 21:04:03,1/1/2021 21:20:07,,,,,1/1/2021 21:28:40,,,16.7,,,,25.25
68500949,495,5,68500949,68500949,FINISHED,157.55,11.9,8.0,21,4,1,1,2021,1/1/2021 21:04:15,1/1/2021 21:05:02,1/1/2021 21:13:45,1/1/2021 21:22:20,1/1/2021 21:22:32,1/1/2021 21:32:07,,1/1/2021 22:02:55,8.58,9.58,9.48,8.78,18.38,30.8,58.67
68501296,658,5,68501296,68501296,FINISHED,236.6,11.9,6.0,21,6,1,1,2021,1/1/2021 21:06:25,1/1/2021 21:07:09,1/1/2021 21:33:15,1/1/2021 21:33:27,1/1/2021 21:38:07,1/1/2021 21:43:08,,1/1/2021 21:56:26,0.18,05.02,26.85,4.87,9.88,13.28,50.02
68501638,3091,5,68501638,68501638,FINISHED,29.9,0.0,08.02,21,8,1,1,2021,1/1/2021 21:08:12,1/1/2021 21:08:24,1/1/2021 21:22:45,1/1/2021 21:27:32,1/1/2021 21:27:48,1/1/2021 21:30:45,,1/1/2021 21:34:52,4.78,2.95,14.55,05.07,8.0,4.12,26.68
68501641,3091,5,68501641,68501641,FINISHED,35.8,8.9,9.12,21,8,1,1,2021,1/1/2021 21:08:13,1/1/2021 21:08:38,1/1/2021 21:30:57,1/1/2021 21:32:19,1/1/2021 21:40:32,1/1/2021 21:53:46,,1/1/2021 22:07:08,1.38,13.23,22.73,9.58,22.82,13.37,58.92
68501669,1307,5,68501669,68501669,FINISHED,50.6,4.99,6.0,21,8,1,1,2021,1/1/2021 21:08:24,1/1/2021 21:09:06,1/1/2021 21:32:42,1/1/2021 21:33:52,1/1/2021 21:33:53,1/1/2021 21:36:46,,1/1/2021 21:53:56,1.17,2.88,24.3,1.18,04.07,17.17,45.55
68501773,294,5,68501773,68501773,CANCELED,41.0,6.9,,21,8,1,1,2021,1/1/2021 21:08:44,,,,,,,,,,,,,,
68501774,399,5,68501774,68501774,FINISHED,73.9,9.9,6.0,21,8,1,1,2021,1/1/2021 21:08:44,1/1/2021 21:09:45,,1/1/2021 21:25:16,1/1/2021 21:26:51,1/1/2021 21:30:09,,1/1/2021 21:45:29,,3.3,,,,15.33,36.75
68502108,3091,5,68502108,68502108,FINISHED,76.6,0.0,4.76,21,10,1,1,2021,1/1/2021 21:10:15,1/1/2021 21:11:45,1/1/2021 21:39:07,1/1/2021 21:40:01,1/1/2021 21:40:06,1/1/2021 21:43:23,,1/1/2021 21:45:04,0.9,3.3,28.87,0.98,4.28,1.68,34.83
68502133,236,5,68502133,68502133,FINISHED,62.5,11.9,9.3,21,10,1,1,2021,1/1/2021 21:10:25,1/1/2021 21:10:41,1/1/2021 21:21:48,1/1/2021 21:23:09,1/1/2021 21:23:12,1/1/2021 21:28:19,,1/1/2021 21:54:03,1.35,5.12,11.38,1.4,6.52,25.73,43.63
68502136,416,5,68502136,68502136,FINISHED,45.9,11.9,12.42,21,10,1,1,2021,1/1/2021 21:10:25,1/1/2021 21:10:56,1/1/2021 21:32:07,1/1/2021 21:34:03,,1/1/2021 21:36:47,,1/1/2021 21:54:49,1.95,,21.7,,4.67,18.03,44.4
68502235,357,5,68502235,68502235,FINISHED,103.7,8.0,6.0,21,11,1,1,2021,1/1/2021 21:11:03,1/1/2021 21:12:23,1/1/2021 21:25:50,1/1/2021 21:34:09,1/1/2021 21:34:10,1/1/2021 21:35:38,,1/1/2021 21:48:37,8.33,1.47,14.78,8.35,9.8,12.98,37.57
68502637,415,5,68502637,68502637,FINISHED,67.0,11.9,6.0,21,12,1,1,2021,1/1/2021 21:12:05,1/1/2021 21:12:55,1/1/2021 21:25:19,1/1/2021 21:25:59,1/1/2021 21:26:04,1/1/2021 21:28:50,,1/1/2021 21:48:06,0.67,2.77,13.23,0.75,3.52,19.27,36.03
68502838,894,5,68502838,68502838,FINISHED,159.0,9.9,6.0,21,12,1,1,2021,1/1/2021 21:12:34,1/1/2021 21:13:32,1/1/2021 21:23:15,1/1/2021 21:26:00,1/1/2021 21:29:32,1/1/2021 21:44:52,1/1/2021 22:04:00,1/2/2021 21:25:00,2.75,15.33,10.68,6.28,21.62,19.15,51.43
68503063,149,5,68503063,68503063,FINISHED,44.9,11.9,6.0,21,14,1,1,2021,1/1/2021 21:14:14,1/1/2021 21:14:32,,1/1/2021 21:16:16,1/1/2021 21:48:58,1/1/2021 21:52:57,,1/1/2021 22:10:55,,3.98,,,,17.97,56.67
68503221,191,5,68503221,68503221,FINISHED,26.4,6.9,6.0,21,15,1,1,2021,1/1/2021 21:15:14,1/1/2021 21:15:40,1/1/2021 21:21:39,1/1/2021 21:22:36,,1/1/2021 21:25:54,,1/1/2021 21:36:38,0.95,,6.42,,4.25,10.73,21.38
68503345,1037,5,68503345,68503345,FINISHED,171.4,11.9,8.0,21,15,1,1,2021,1/1/2021 21:15:54,1/1/2021 21:16:04,1/1/2021 21:33:04,1/1/2021 21:36:30,1/1/2021 21:36:31,1/1/2021 21:48:17,,1/1/2021 21:54:03,3.43,11.75,17.17,3.45,15.2,5.77,38.13
68503376,3091,5,68503376,68503376,FINISHED,52.6,0.0,6.0,21,16,1,1,2021,1/1/2021 21:16:04,1/1/2021 21:20:24,1/1/2021 21:56:27,1/1/2021 22:00:16,1/1/2021 22:00:34,1/1/2021 22:01:01,,1/1/2021 22:05:53,3.82,0.45,40.38,4.12,4.57,4.88,49.82
68503506,3091,5,68503506,68503506,FINISHED,35.8,0.0,06.09,21,16,1,1,2021,1/1/2021 21:16:36,1/1/2021 21:20:16,1/1/2021 21:37:56,1/1/2021 21:38:14,1/1/2021 21:38:26,,,1/1/2021 21:52:54,0.32,,21.32,0.5,,,36.28
68503571,2439,5,68503571,68503571,FINISHED,111.7,0.0,0.0,21,17,1,1,2021,1/1/2021 21:17:00,1/1/2021 21:18:05,1/1/2021 21:30:47,1/1/2021 21:33:42,1/1/2021 21:33:43,1/1/2021 21:38:24,,1/2/2021 21:20:01,2.92,4.68,13.8,2.93,7.62,1421.6,1443.02
68503851,493,5,68503851,68503851,FINISHED,41.8,7.9,06.09,21,18,1,1,2021,1/1/2021 21:18:05,1/1/2021 21:20:25,1/1/2021 21:43:29,1/1/2021 21:47:34,1/1/2021 21:47:40,,,1/1/2021 21:52:53,4.1,,25.4,4.2,,,34.8
68503888,3091,5,68503888,68503888,FINISHED,141.5,0.0,8.0,21,18,1,1,2021,1/1/2021 21:18:12,1/1/2021 21:20:29,1/1/2021 21:51:39,1/1/2021 21:51:56,1/1/2021 22:00:25,1/1/2021 22:05:29,,1/1/2021 22:05:50,0.28,05.08,33.45,8.77,13.85,0.35,47.63
68504054,2439,15,68504054,68504054,FINISHED,49.9,0.0,8.0,21,18,1,1,2021,1/1/2021 21:18:43,1/1/2021 21:19:38,1/1/2021 21:52:36,1/1/2021 21:55:26,1/1/2021 21:55:27,1/1/2021 21:57:47,,1/1/2021 22:04:07,2.83,2.32,33.87,2.87,5.18,6.33,45.38
68504076,493,5,68504076,68504076,FINISHED,85.9,7.9,8.0,21,18,1,1,2021,1/1/2021 21:18:48,1/1/2021 21:19:33,1/1/2021 21:39:01,1/1/2021 21:39:44,1/1/2021 21:39:53,1/1/2021 21:58:41,,1/1/2021 22:12:02,0.72,18.8,20.22,0.87,19.67,13.35,53.23
68504223,417,5,68504223,68504223,FINISHED,70.35,11.9,9.66,21,19,1,1,2021,1/1/2021 21:19:14,1/1/2021 21:19:19,1/1/2021 21:33:57,1/1/2021 21:35:07,1/1/2021 21:38:48,1/1/2021 21:39:12,,1/1/2021 22:22:27,1.17,0.4,14.7,4.85,5.25,43.27,63.22
68504333,658,5,68504333,68504333,FINISHED,192.7,11.9,6.0,21,19,1,1,2021,1/1/2021 21:19:34,1/1/2021 21:20:11,1/1/2021 21:40:09,1/1/2021 21:40:56,1/1/2021 21:43:36,1/1/2021 21:44:17,,1/1/2021 21:51:12,0.78,0.68,20.57,3.47,4.15,6.9,31.62
68504597,631,5,68504597,68504597,FINISHED,148.3,11.9,6.0,21,20,1,1,2021,1/1/2021 21:20:24,1/1/2021 21:21:02,1/1/2021 21:28:50,1/1/2021 21:36:10,1/1/2021 21:36:12,1/1/2021 21:38:29,,1/1/2021 21:49:33,7.35,2.28,8.42,7.37,9.65,11.07,29.15
68505205,357,5,68505205,68505205,FINISHED,79.8,8.0,6.0,21,22,1,1,2021,1/1/2021 21:22:41,1/1/2021 21:23:47,1/1/2021 21:33:35,,,1/1/2021 21:39:10,,1/1/2021 21:46:33,,,10.9,,5.58,7.38,23.87
68505307,1057,5,68505307,68505307,FINISHED,45.9,11.9,8.13,21,23,1,1,2021,1/1/2021 21:23:14,1/1/2021 21:23:25,1/1/2021 21:42:13,1/1/2021 21:44:46,1/1/2021 21:44:48,1/1/2021 21:45:54,,1/1/2021 21:52:54,2.55,1.12,18.98,2.57,3.68,7.0,29.65
68505310,416,5,68505310,68505310,FINISHED,189.9,11.9,13.76,21,23,1,1,2021,1/1/2021 21:23:15,1/1/2021 21:23:56,1/1/2021 21:41:13,1/1/2021 21:43:28,1/1/2021 21:47:36,1/1/2021 21:47:47,,1/1/2021 22:10:54,2.25,0.18,17.98,6.38,6.55,23.13,47.67
68505353,416,5,68505353,68505353,FINISHED,149.8,11.9,8.0,21,23,1,1,2021,1/1/2021 21:23:24,1/1/2021 21:24:01,1/1/2021 21:32:22,1/1/2021 21:34:12,,1/1/2021 21:36:43,,1/1/2021 21:44:06,1.83,,8.97,,4.35,7.38,20.68
68505432,658,5,68505432,68505432,CANCELED,74.9,11.9,0.0,21,23,1,1,2021,1/1/2021 21:23:44,1/1/2021 21:24:12,,,,,,,,,,,,,
68505583,8,5,68505583,68505583,FINISHED,30.0,9.9,8.27,21,24,1,1,2021,1/1/2021 21:24:17,1/1/2021 21:27:45,1/1/2021 21:57:57,1/1/2021 21:58:26,1/1/2021 21:58:27,1/1/2021 21:59:22,,1/1/2021 22:08:54,0.48,0.92,33.67,0.5,1.42,9.53,44.63
68506311,658,5,68506311,68506311,FINISHED,228.3,11.9,6.27,21,26,1,1,2021,1/1/2021 21:26:05,1/1/2021 21:26:13,1/1/2021 21:51:23,1/1/2021 21:52:15,1/1/2021 21:56:19,1/1/2021 22:04:18,,1/1/2021 22:41:35,0.88,7.98,25.3,4.93,12.93,37.27,75.5
68506358,595,5,68506358,68506358,CANCELED,71.0,6.9,,21,26,1,1,2021,1/1/2021 21:26:14,,,,,,,,,,,,,,
68506905,493,5,68506905,68506905,FINISHED,49.9,7.9,6.0,21,28,1,1,2021,1/1/2021 21:28:45,1/1/2021 21:30:16,1/1/2021 21:51:35,1/1/2021 21:52:00,,1/1/2021 21:56:33,,1/1/2021 22:03:23,0.42,,22.83,,4.97,6.83,34.63
68507029,631,5,68507029,68507029,FINISHED,81.9,11.9,6.0,21,29,1,1,2021,1/1/2021 21:29:05,1/1/2021 21:30:04,1/1/2021 21:45:05,1/1/2021 21:45:31,1/1/2021 21:47:35,1/1/2021 21:58:38,,1/1/2021 22:13:48,0.45,11.05,16.0,2.5,13.57,15.17,44.72
68507363,1037,5,68507363,68507363,FINISHED,208.2,11.9,9.88,21,29,1,1,2021,1/1/2021 21:29:54,1/1/2021 21:30:04,1/1/2021 21:51:44,1/1/2021 21:53:04,1/1/2021 21:54:50,1/1/2021 21:57:04,,1/1/2021 22:14:07,1.33,2.23,21.83,3.1,5.33,17.03,44.2
68507510,2439,5,68507510,68507510,FINISHED,85.9,0.0,10.69,21,30,1,1,2021,1/1/2021 21:30:21,1/1/2021 21:31:34,1/1/2021 21:53:14,1/1/2021 21:55:30,1/1/2021 21:55:32,1/1/2021 21:58:43,,1/1/2021 22:23:47,2.27,3.18,22.88,2.3,5.48,25.07,53.42
68507720,415,5,68507720,68507720,FINISHED,82.4,11.9,6.0,21,31,1,1,2021,1/1/2021 21:31:14,1/1/2021 21:32:03,1/1/2021 21:46:07,1/1/2021 21:49:16,1/1/2021 21:49:17,1/1/2021 22:08:10,,1/1/2021 22:08:55,3.15,18.88,14.88,3.17,22.05,0.75,37.68
68507794,631,5,68507794,68507794,FINISHED,62.9,11.9,6.0,21,31,1,1,2021,1/1/2021 21:31:45,1/1/2021 21:32:07,1/1/2021 21:42:32,1/1/2021 21:43:57,1/1/2021 21:47:33,1/1/2021 21:48:12,,1/1/2021 21:58:04,1.42,0.65,10.78,5.0,5.65,9.87,26.32
68508062,415,5,68508062,68508062,CANCELED,74.0,11.9,6.0,21,32,1,1,2021,1/1/2021 21:32:34,1/1/2021 21:33:01,1/1/2021 21:46:08,1/1/2021 21:49:19,1/1/2021 21:49:20,1/1/2021 21:53:43,,1/1/2021 22:09:06,3.18,4.38,13.57,3.2,7.58,15.38,36.53
68508087,1324,15,68508087,68508087,FINISHED,90.0,0.0,8.21,21,32,1,1,2021,1/1/2021 21:32:39,1/1/2021 21:33:52,1/1/2021 21:52:36,1/1/2021 21:55:52,1/1/2021 21:55:53,1/1/2021 21:56:08,1/1/2021 22:07:30,1/1/2021 23:26:53,3.27,0.27,19.95,3.28,3.55,11.37,34.85
68508615,632,5,68508615,68508615,FINISHED,56.8,0.0,12.46,21,34,1,1,2021,1/1/2021 21:34:36,1/1/2021 21:35:10,,,,,,1/1/2021 21:39:54,,,,,,,5.3
68508715,563,13,68508715,68508715,FINISHED,40.0,0.0,5.7,21,35,1,1,2021,1/1/2021 21:35:01,1/1/2021 21:35:42,1/1/2021 21:54:07,,,1/1/2021 21:55:48,,1/1/2021 22:06:07,,,19.1,,1.68,10.32,31.1
68508737,707,5,68508737,68508737,FINISHED,68.5,11.9,10.02,21,35,1,1,2021,1/1/2021 21:35:05,1/1/2021 21:36:05,1/1/2021 21:48:22,1/1/2021 21:58:03,1/1/2021 21:58:04,1/1/2021 22:00:07,,1/1/2021 22:15:46,9.7,02.05,13.28,9.72,11.75,15.65,40.7
68508907,631,5,68508907,68508907,FINISHED,212.6,11.9,10.22,21,35,1,1,2021,1/1/2021 21:35:44,1/1/2021 21:36:04,1/1/2021 22:00:02,1/1/2021 22:03:48,1/1/2021 22:03:50,1/1/2021 22:09:44,,1/1/2021 22:29:23,3.77,5.9,24.28,3.8,9.7,19.65,53.63
68508960,1057,5,68508960,68508960,FINISHED,173.3,11.9,7.74,21,35,1,1,2021,1/1/2021 21:35:55,1/1/2021 21:36:26,1/1/2021 21:59:06,1/1/2021 22:01:05,1/1/2021 22:01:13,1/1/2021 22:03:12,,1/1/2021 22:15:12,2.0,1.98,23.18,2.13,4.12,12.0,39.28
68509236,631,5,68509236,68509236,FINISHED,126.4,11.9,6.0,21,36,1,1,2021,1/1/2021 21:36:44,1/1/2021 21:37:06,1/1/2021 21:54:01,1/1/2021 21:56:04,1/1/2021 21:57:41,1/1/2021 21:59:54,,1/1/2021 22:13:45,02.07,2.23,17.27,3.67,5.88,13.85,37.02
68509241,417,5,68509241,68509241,FINISHED,81.8,11.9,9.34,21,36,1,1,2021,1/1/2021 21:36:45,1/1/2021 21:37:21,1/1/2021 21:45:42,1/1/2021 21:50:49,1/1/2021 21:53:14,1/1/2021 21:53:50,,1/1/2021 22:10:42,5.12,0.62,8.95,7.53,8.13,16.85,33.95
68509270,2439,5,68509270,68509270,FINISHED,49.9,0.0,8.93,21,36,1,1,2021,1/1/2021 21:36:49,1/1/2021 21:37:38,1/1/2021 21:59:18,1/1/2021 21:59:26,1/1/2021 21:59:27,1/1/2021 22:02:04,,1/1/2021 22:14:13,0.13,2.6,22.48,0.15,2.77,12.15,37.4
68509303,1057,5,68509303,68509303,FINISHED,77.7,11.9,10.76,21,36,1,1,2021,1/1/2021 21:36:54,1/1/2021 21:37:26,1/1/2021 22:04:41,1/1/2021 22:07:51,1/1/2021 22:07:52,1/1/2021 22:09:48,,1/1/2021 22:27:28,3.17,1.93,27.77,3.18,5.12,17.67,50.55
68509517,632,5,68509517,68509517,FINISHED,77.9,11.9,10.7,21,37,1,1,2021,1/1/2021 21:37:25,1/1/2021 21:38:34,1/1/2021 21:45:25,1/1/2021 21:45:41,1/1/2021 21:45:43,1/1/2021 21:53:04,,1/1/2021 22:10:09,0.27,7.35,08.02,0.28,7.65,17.08,32.75
68509521,658,5,68509521,68509521,FINISHED,134.7,11.9,8.42,21,37,1,1,2021,1/1/2021 21:37:25,1/1/2021 21:38:17,1/1/2021 21:57:36,1/1/2021 21:58:17,1/1/2021 22:01:53,1/1/2021 22:13:52,,1/1/2021 22:53:04,0.68,11.97,20.2,4.28,16.25,39.2,75.65
68509526,3071,5,68509526,68509526,FINISHED,71.6,0.0,8.35,21,37,1,1,2021,1/1/2021 21:37:26,1/1/2021 21:37:30,1/1/2021 21:44:38,1/1/2021 21:45:53,1/1/2021 21:45:55,1/1/2021 21:49:31,,1/1/2021 22:13:45,1.25,3.6,7.2,1.27,4.87,24.25,36.32
68509697,8,5,68509697,68509697,FINISHED,73.0,0.0,5.7,21,37,1,1,2021,1/1/2021 21:37:57,1/1/2021 21:38:20,1/1/2021 22:09:48,,,1/1/2021 22:11:21,,1/1/2021 22:13:55,,,31.85,,1.55,2.55,35.97
68510176,1804,5,68510176,68510176,FINISHED,20.8,6.9,15.2,21,39,1,1,2021,1/1/2021 21:39:18,1/1/2021 21:54:26,1/1/2021 21:56:06,1/1/2021 21:56:30,1/1/2021 21:56:33,1/1/2021 21:58:03,,1/1/2021 22:05:03,0.4,1.5,16.82,0.43,1.93,07.02,25.77
68510250,8,5,68510250,68510250,FINISHED,45.0,9.9,7.62,21,39,1,1,2021,1/1/2021 21:39:28,1/1/2021 21:39:38,1/1/2021 22:21:53,1/1/2021 22:22:05,1/1/2021 22:22:06,1/1/2021 22:23:39,,1/1/2021 22:31:58,0.2,1.55,42.42,0.22,1.77,8.32,52.5
68510409,3060,5,68510409,68510409,FINISHED,101.7,0.0,6.0,21,39,1,1,2021,1/1/2021 21:39:52,1/1/2021 21:39:56,1/1/2021 21:47:16,1/1/2021 21:47:44,,1/1/2021 21:51:51,,1/1/2021 22:08:12,0.45,,7.4,,4.57,16.37,28.33
68510421,236,5,68510421,68510421,FINISHED,168.8,11.9,8.0,21,39,1,1,2021,1/1/2021 21:39:54,1/1/2021 21:40:32,1/1/2021 21:56:50,1/1/2021 22:06:23,1/1/2021 22:06:23,1/1/2021 22:07:22,,1/1/2021 22:19:26,9.55,0.97,16.92,9.57,10.53,12.07,39.53
68510898,707,5,68510898,68510898,FINISHED,119.9,11.9,10.27,21,41,1,1,2021,1/1/2021 21:41:45,1/1/2021 21:42:28,1/1/2021 21:56:05,1/1/2021 22:01:19,1/1/2021 22:01:21,1/1/2021 22:05:22,,1/1/2021 23:06:47,5.23,04.03,14.33,5.25,9.28,61.42,85.03
68510957,236,5,68510957,68510957,FINISHED,149.5,11.9,12.39,21,42,1,1,2021,1/1/2021 21:42:04,1/1/2021 21:42:46,1/1/2021 21:57:38,,,1/1/2021 22:05:26,,1/1/2021 22:30:36,,,15.57,,7.78,25.17,48.53
68511048,1324,15,68511048,68511048,FINISHED,84.0,0.0,8.54,21,42,1,1,2021,1/1/2021 21:42:20,1/1/2021 21:43:44,1/1/2021 22:13:37,1/1/2021 22:14:05,1/1/2021 22:14:06,1/1/2021 22:15:56,,1/1/2021 22:23:24,0.47,1.83,31.28,0.48,2.32,7.48,41.07
68511241,357,5,68511241,68511241,FINISHED,58.8,8.0,6.0,21,42,1,1,2021,1/1/2021 21:42:53,1/1/2021 21:44:27,1/1/2021 22:04:06,1/1/2021 22:07:41,1/1/2021 22:07:44,1/1/2021 22:09:59,,1/1/2021 22:36:21,3.58,2.23,21.22,3.63,5.88,26.37,53.47
68511320,955,5,68511320,68511320,FINISHED,29.9,0.0,8.99,21,43,1,1,2021,1/1/2021 21:43:11,1/1/2021 21:43:49,1/1/2021 22:06:55,,,1/1/2021 22:09:29,,1/1/2021 22:27:18,,,23.75,,2.57,17.8,44.12
68511353,416,5,68511353,68511353,FINISHED,148.3,11.9,09.01,21,43,1,1,2021,1/1/2021 21:43:15,1/1/2021 21:44:00,1/1/2021 22:04:02,1/1/2021 22:05:59,1/1/2021 22:07:07,1/1/2021 22:07:27,,1/1/2021 22:23:55,1.95,0.32,20.8,03.08,3.4,16.47,40.67
68511483,3091,5,68511483,68511483,FINISHED,29.9,0.0,,21,43,1,1,2021,1/1/2021 21:43:34,1/1/2021 21:43:44,1/1/2021 21:54:30,1/1/2021 22:00:29,1/1/2021 22:00:31,1/1/2021 22:00:44,,1/1/2021 22:05:49,5.98,0.22,10.93,06.02,6.23,05.08,22.25
68511745,236,5,68511745,68511745,FINISHED,83.4,11.9,6.0,21,44,1,1,2021,1/1/2021 21:44:15,1/1/2021 21:44:31,1/1/2021 21:59:33,,,1/1/2021 22:04:56,,1/1/2021 22:30:06,,,15.3,,5.38,25.17,45.85
68511949,3060,5,68511949,68511949,FINISHED,33.9,8.9,5.58,21,44,1,1,2021,1/1/2021 21:44:39,1/1/2021 21:45:00,1/1/2021 21:52:11,1/1/2021 21:52:26,1/1/2021 21:54:19,1/1/2021 22:15:36,,1/1/2021 22:43:06,0.25,21.28,7.53,2.13,23.42,27.5,58.45
68512001,417,5,68512001,68512001,FINISHED,54.5,11.9,8.0,21,44,1,1,2021,1/1/2021 21:44:54,1/1/2021 21:45:23,1/1/2021 21:55:24,1/1/2021 21:56:43,1/1/2021 22:01:11,1/1/2021 22:01:45,,1/1/2021 22:16:39,1.3,0.58,10.5,5.78,6.35,14.9,31.75
68512150,417,5,68512150,68512150,FINISHED,216.9,11.9,6.0,21,45,1,1,2021,1/1/2021 21:45:45,1/1/2021 21:46:23,1/1/2021 22:08:50,1/1/2021 22:10:10,1/1/2021 22:13:22,1/1/2021 22:14:11,,1/1/2021 22:34:41,1.33,0.82,23.08,4.53,5.35,20.5,48.93
68512352,707,5,68512352,68512352,FINISHED,401.1,11.9,9.53,21,46,1,1,2021,1/1/2021 21:46:35,1/1/2021 21:46:59,1/1/2021 22:09:44,1/1/2021 22:16:19,1/1/2021 22:19:00,1/1/2021 22:19:29,,1/1/2021 22:44:26,6.58,0.48,23.15,9.27,9.75,24.95,57.85
68512549,707,5,68512549,68512549,FINISHED,113.7,11.9,08.01,21,47,1,1,2021,1/1/2021 21:47:15,1/1/2021 21:47:59,1/1/2021 22:07:50,1/1/2021 22:08:11,1/1/2021 22:11:19,1/1/2021 22:11:22,,1/1/2021 22:19:56,0.35,0.05,20.58,3.48,3.55,8.55,32.68
68512601,1018,10,68512601,68512601,FINISHED,107.77,4.9,7.7,21,47,1,1,2021,1/1/2021 21:47:23,1/1/2021 21:47:25,1/1/2021 22:01:59,1/1/2021 22:05:50,1/1/2021 22:06:11,1/1/2021 22:08:17,,1/1/2021 22:17:40,3.85,2.1,14.6,4.2,6.3,9.38,30.28
68512677,417,5,68512677,68512677,FINISHED,136.0,11.9,8.0,21,47,1,1,2021,1/1/2021 21:47:34,1/1/2021 21:48:23,1/1/2021 22:06:00,1/1/2021 22:07:08,1/1/2021 22:11:04,1/1/2021 22:12:30,,1/1/2021 22:39:17,1.12,1.43,18.43,05.05,6.5,26.78,51.72
68513034,191,5,68513034,68513034,FINISHED,67.0,6.9,6.0,21,48,1,1,2021,1/1/2021 21:48:44,1/1/2021 21:49:03,1/1/2021 21:52:41,1/1/2021 21:53:36,1/1/2021 21:54:56,1/1/2021 21:56:43,1/1/2021 22:12:06,1/1/2021 22:20:39,0.9,1.8,3.95,2.23,04.03,15.38,23.37
68513139,3019,5,68513139,68513139,CANCELED,91.9,5.0,,21,49,1,1,2021,1/1/2021 21:49:14,,,,,,,,,,,,,,
